	Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes	source_dataset	collection	tag
5717	11127.fa	11.45	0.29	Neural Network (Specific Model)	11	0.867	3544	243.6329331046312	490505	0.51	583	181	12747		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5718	11308.fa	20.75	0.57	Neural Network (Specific Model)	11	0.83	2732	220.01111111111112	572081	0.33	720	237	10701		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5719	11545.fa	6.61	0.0	Neural Network (Specific Model)	11	0.814	1738	215.51117318435757	282583	0.53	358	155	8396		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5720	11700.fa	9.13	0.05	Neural Network (Specific Model)	4	0.75	1830	193.6153846153846	220222	0.43	286	124	7271		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5721	11824.fa	7.25	0.07	Neural Network (Specific Model)	11	0.78	2268	246.374269005848	323456	0.39	342	152	15561		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5722	11976.fa	10.45	0.02	Neural Network (Specific Model)	11	0.879	2297	244.64984227129335	264129	0.34	317	122	8032		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5723	12098.fa	10.28	0.0	Neural Network (Specific Model)	11	0.898	6357	354.35632183908046	205862	0.37	174	44	28208		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5724	12142.fa	6.52	0.0	Neural Network (Specific Model)	11	0.798	2742	211.08695652173915	309317	0.32	391	121	25486		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5725	12263.fa	5.81	0.02	Neural Network (Specific Model)	11	0.822	1865	194.73776223776224	202535	0.42	286	101	23763		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5726	12364.fa	4.89	0.01	Neural Network (Specific Model)	11	0.734	4019	177.32835820895522	290106	0.31	402	95	18923		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5727	12459.fa	33.0	2.07	Neural Network (Specific Model)	11	0.795	2369	222.14224598930485	781639	0.45	935	372	7447		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5728	12831.fa	13.47	0.03	Neural Network (Specific Model)	11	0.891	1292	194.55678233438485	414577	0.38	634	306	3234		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5729	1297.fa	48.6	1.11	Neural Network (Specific Model)	11	0.811	4197	255.54545454545453	1183609	0.45	1254	361	23090		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5730	13137.fa	46.81	1.72	Neural Network (Specific Model)	11	0.821	3670	257.1096446700508	924369	0.4	985	299	13136		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5731	13436.fa	86.91	0.77	Neural Network (Specific Model)	11	0.896	9676	274.6900063653724	1443562	0.37	1571	244	67126		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5732	13680.fa	99.82	1.03	Neural Network (Specific Model)	11	0.892	17893	300.0195914964569	2418071	0.38	2399	218	65325		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5733	13898.fa	8.76	0.01	Neural Network (Specific Model)	11	0.858	2505	242.56382978723408	238793	0.34	282	106	10231		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5734	14004.fa	98.66	1.41	Neural Network (Specific Model)	11	0.867	17730	310.1290322580645	2127789	0.34	1984	196	72943		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5735	14200.fa	5.03	0.0	Neural Network (Specific Model)	11	0.81	1535	203.25566343042075	231626	0.5	309	152	5388		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5736	14352.fa	13.91	1.23	Neural Network (Specific Model)	11	0.906	2160	262.9795918367347	383537	0.61	441	189	6620		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5737	144.fa	10.1	0.04	Neural Network (Specific Model)	11	0.88	1735	216.80701754385964	252065	0.43	342	146	3934		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5738	14541.fa	25.96	0.11	Neural Network (Specific Model)	11	0.843	2699	232.65719882468167	844491	0.35	1021	344	11819		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5739	14885.fa	28.35	0.47	Neural Network (Specific Model)	11	0.91	1702	241.4338747099768	684663	0.61	862	401	9548		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5740	15286.fa	21.36	0.49	Neural Network (Specific Model)	11	0.835	2204	222.57979502196196	544736	0.45	683	263	9024		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5741	15549.fa	19.18	1.58	Neural Network (Specific Model)	11	0.882	2944	246.35672514619884	572700	0.35	684	218	9832		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5742	15767.fa	17.06	0.12	Neural Network (Specific Model)	11	0.779	2324	231.36988847583643	478784	0.38	538	226	6839		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5743	15993.fa	9.01	0.01	Neural Network (Specific Model)	11	0.89	1724	214.91503267973857	221260	0.34	306	126	7271		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5744	16119.fa	8.21	0.0	Neural Network (Specific Model)	11	0.849	2641	231.55828220858896	266399	0.42	326	118	7965		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5745	16237.fa	10.16	0.0	Neural Network (Specific Model)	11	0.77	2165	208.35795454545453	285023	0.44	352	139	11780		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5746	16376.fa	6.24	0.02	Neural Network (Specific Model)	11	0.868	27057	295.9906976744186	219754	0.35	215	11	46252		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5747	16387.fa	5.27	0.14	Neural Network (Specific Model)	11	0.768	2521	198.6132404181185	221786	0.31	287	98	9951		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5748	16485.fa	5.39	0.01	Neural Network (Specific Model)	11	0.883	133378	271.30263157894734	209938	0.39	228	3	133378		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5749	16488.fa	11.75	0.01	Neural Network (Specific Model)	11	0.738	3013	202.4200351493849	467361	0.36	569	180	18060		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5750	1658.fa	40.33	0.18	Neural Network (Specific Model)	11	0.891	2672	256.2901408450704	917336	0.6	1065	387	11988		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5751	16668.fa	9.8	0.0	Neural Network (Specific Model)	11	0.772	2862	204.71703296703296	289014	0.32	364	123	9180		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5752	16791.fa	99.21	0.42	Neural Network (Specific Model)	11	0.848	24622	304.05934065934065	2444540	0.3	2275	187	166090		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5753	16978.fa	96.47	1.94	Neural Network (Specific Model)	11	0.819	62669	307.4839382561535	2693774	0.45	2397	93	316147		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5754	17071.fa	8.49	0.0	Neural Network (Specific Model)	11	0.879	1711	234.963133640553	347473	0.6	434	206	7521		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5755	17277.fa	7.93	0.93	Neural Network (Specific Model)	11	0.913	1470	227.5434782608696	205861	0.37	276	130	6470		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5756	17407.fa	6.79	0.02	Neural Network (Specific Model)	11	0.887	5794	235.05144694533763	246168	0.38	311	60	20081		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5757	17467.fa	5.54	0.02	Neural Network (Specific Model)	11	0.819	3087	198.7741935483871	201972	0.43	279	79	26564		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5758	17546.fa	9.95	0.0	Neural Network (Specific Model)	11	0.84	1805	214.6969696969697	302888	0.45	396	175	4832		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5759	17721.fa	91.45	0.58	Neural Network (Specific Model)	11	0.898	22262	285.03623747108713	1233368	0.45	1297	107	81905		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5760	17828.fa	7.4	0.0	Neural Network (Specific Model)	11	0.884	2057	260.7842323651452	212861	0.35	241	108	11432		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5761	17936.fa	7.64	0.03	Neural Network (Specific Model)	11	0.852	4042	211.37228260869568	272903	0.33	368	89	14144		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5762	18025.fa	15.9	1.46	Neural Network (Specific Model)	11	0.9	2509	249.1242718446602	427186	0.35	515	190	10118		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5763	18215.fa	17.67	0.1	Neural Network (Specific Model)	11	0.847	1397	191.2383561643836	493658	0.36	730	350	4023		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5764	18565.fa	7.97	0.0	Neural Network (Specific Model)	11	0.883	1511	193.95211267605637	233207	0.39	355	155	4514		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5765	18720.fa	99.87	1.23	Neural Network (Specific Model)	11	0.887	15683	299.6309370988447	1576114	0.37	1558	144	90331		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5766	18864.fa	10.47	0.01	Neural Network (Specific Model)	11	0.747	2012	191.67883211678836	315425	0.36	411	157	14486		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5767	19021.fa	85.33	3.42	Neural Network (Specific Model)	11	0.902	10132	296.9887640449438	1316412	0.37	1335	188	34420		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5768	19209.fa	59.51	1.33	Neural Network (Specific Model)	11	0.871	5107	259.6668928086838	1316910	0.35	1474	348	35671		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5769	19557.fa	11.78	0.0	Neural Network (Specific Model)	11	0.882	1861	236.2375	320981	0.37	400	176	10770		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5770	19733.fa	12.58	0.09	Neural Network (Specific Model)	11	0.916	1408	230.1535433070866	382119	0.62	508	263	4520		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5771	19996.fa	4.52	0.08	Neural Network (Specific Model)	11	0.865	2999	233.8031746031746	254083	0.43	315	103	9102		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5772	20099.fa	12.9	0.38	Neural Network (Specific Model)	11	0.892	3735	271.6476510067114	272086	0.37	298	86	26199		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5773	20185.fa	8.86	0.33	Neural Network (Specific Model)	11	0.869	6230	212.10473815461347	292513	0.44	401	67	42863		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5774	20252.fa	7.89	0.0	Neural Network (Specific Model)	11	0.897	2980	297.1751592356688	311630	0.61	314	121	24806		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5775	20373.fa	97.77	0.3	Neural Network (Specific Model)	11	0.859	207037	313.37464964185614	3508920	0.39	3211	34	441541		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5776	20407.fa	7.07	0.26	Neural Network (Specific Model)	11	0.734	1406	183.2585034013605	219659	0.44	294	149	5269		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5777	2045.fa	8.8	0.32	Neural Network (Specific Model)	11	0.883	1781	238.78612716763007	280147	0.35	346	155	9962		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5778	20556.fa	8.45	0.14	Neural Network (Specific Model)	11	0.814	1760	204.03504043126685	278549	0.41	371	162	6792		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5779	20718.fa	100.0	0.31	Neural Network (Specific Model)	11	0.886	116630	319.3596323247798	5637549	0.55	5222	78	270519		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5780	20796.fa	42.72	0.88	Neural Network (Specific Model)	11	0.907	1787	211.7143709004174	1171505	0.32	1677	673	8980		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5781	21469.fa	7.46	0.09	Neural Network (Specific Model)	11	0.778	39908	281.50643776824035	500368	0.51	466	31	65731		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5782	21500.fa	4.57	0.02	Neural Network (Specific Model)	11	0.777	3600	220.30578512396696	205340	0.32	242	77	13264		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5783	21577.fa	4.78	0.12	Neural Network (Specific Model)	11	0.846	24636	252.89877300613497	291811	0.51	326	23	60996		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5784	21600.fa	8.69	0.0	Neural Network (Specific Model)	11	0.849	295437	336.0481927710844	295437	0.38	249	1	295437		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5785	2200.fa	5.83	0.07	Neural Network (Specific Model)	11	0.786	2036	218.1061224489796	203400	0.45	245	104	7130		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5786	2304.fa	17.14	0.07	Neural Network (Specific Model)	11	0.785	1956	211.0262773722628	551859	0.41	685	297	9101		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5787	2601.fa	6.6	0.03	Neural Network (Specific Model)	11	0.724	2254	212.1322580645161	271924	0.35	310	133	16719		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5788	2734.fa	36.41	0.69	Neural Network (Specific Model)	11	0.844	7234	271.36779505946936	1052721	0.35	1093	208	25162		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5789	290.fa	8.85	0.22	Neural Network (Specific Model)	11	0.807	2551	225.6816479400749	223767	0.45	267	95	13136		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5790	2942.fa	8.05	0.0	Neural Network (Specific Model)	4	0.813	6794	253.3826530612245	362906	0.51	392	76	24761		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5791	3018.fa	11.03	0.19	Neural Network (Specific Model)	11	0.907	1808	234.9274447949527	245946	0.43	317	143	4979		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5792	3161.fa	71.53	1.54	Neural Network (Specific Model)	11	0.892	6394	287.83516483516485	1495440	0.34	1547	284	26439		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5793	3445.fa	2.52	0.0	Neural Network (Specific Model)	11	0.163	1853	71.53672316384181	228121	0.25	177	117	10450		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5794	3562.fa	7.79	0.02	Neural Network (Specific Model)	11	0.793	3634	202.955223880597	256479	0.37	335	87	10018		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5795	3649.fa	32.73	1.0	Neural Network (Specific Model)	11	0.846	5595	280.8582202111614	658988	0.45	663	142	23307		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5796	3791.fa	16.73	0.14	Neural Network (Specific Model)	11	0.849	3148	244.3575129533679	666089	0.33	772	241	9231		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5797	385.fa	68.84	6.25	Neural Network (Specific Model)	11	0.895	2182	224.5214987714988	1223192	0.36	1628	604	7856		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5798	4032.fa	7.94	0.2	Neural Network (Specific Model)	11	0.883	1770	229.97701149425288	203330	0.6	261	114	11114		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5799	4146.fa	30.81	0.65	Neural Network (Specific Model)	11	0.924	1659	222.1419302514193	886920	0.44	1233	544	5562		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5800	4690.fa	19.07	0.87	Neural Network (Specific Model)	11	0.87	2382	228.21903520208605	602918	0.34	767	278	8503		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5801	4968.fa	22.2	0.9	Neural Network (Specific Model)	11	0.829	3917	257.20554649265904	569551	0.46	613	162	14501		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5802	5130.fa	13.82	0.06	Neural Network (Specific Model)	11	0.732	2428	200.6947496947497	671629	0.43	819	291	19283		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5803	5421.fa	8.89	0.02	Neural Network (Specific Model)	11	0.908	1375	209.866323907455	268963	0.43	389	186	6445		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5804	5607.fa	9.35	0.07	Neural Network (Specific Model)	11	0.802	2835	187.05416666666667	334610	0.33	480	132	27643		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5805	5739.fa	70.64	4.62	Neural Network (Specific Model)	11	0.901	6707	311.0536851683348	1136274	0.61	1099	217	25683		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5806	5956.fa	68.58	5.34	Neural Network (Specific Model)	11	0.904	3249	241.1195652173913	955849	0.37	1196	355	12750		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5807	6311.fa	21.89	0.31	Neural Network (Specific Model)	11	0.829	4120	255.97176820208023	622574	0.4	673	195	15339		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5808	6506.fa	7.81	0.1	Neural Network (Specific Model)	11	0.856	1866	244.268	213622	0.47	250	116	5637		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5809	6622.fa	48.83	2.87	Neural Network (Specific Model)	11	0.917	2388	265.0320665083136	729051	0.37	842	322	10488		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5810	6944.fa	10.68	0.03	Neural Network (Specific Model)	11	0.843	2044	220.16569200779728	401201	0.33	513	205	7815		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5811	7149.fa	4.15	0.0	Neural Network (Specific Model)	11	0.411	1496	131.07394366197184	270212	0.26	284	169	6074		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5812	7318.fa	8.5	1.4	Neural Network (Specific Model)	11	0.881	4579	267.7274590163934	444255	0.35	488	124	21419		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5813	7442.fa	5.4	0.03	Neural Network (Specific Model)	11	0.703	2122	208.90769230769232	230281	0.41	260	114	18048		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5814	7556.fa	8.02	0.13	Neural Network (Specific Model)	11	0.872	4843	168.5417439703154	310393	0.36	539	91	18693		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5815	7647.fa	29.34	0.94	Neural Network (Specific Model)	11	0.878	7608	275.8129812981298	855223	0.35	909	154	25404		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5816	7801.fa	31.23	4.24	Neural Network (Specific Model)	11	0.885	2243	236.099348534202	490344	0.43	614	231	5757		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5817	8032.fa	4.85	0.0	Neural Network (Specific Model)	11	0.754	1990	219.23505976095615	218467	0.36	251	115	8423		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5818	8147.fa	13.27	0.24	Neural Network (Specific Model)	11	0.839	2966	229.4149855907781	568174	0.33	694	222	11401		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5819	8369.fa	13.57	0.1	Neural Network (Specific Model)	11	0.813	2898	225.45901639344265	405405	0.46	488	157	11021		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5820	8526.fa	16.98	0.0	Neural Network (Specific Model)	11	0.88	1331	197.15859564164649	553993	0.52	826	407	2918		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5821	8933.fa	9.12	0.02	Neural Network (Specific Model)	11	0.827	22588	203.42352941176472	374495	0.35	510	64	43700		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5822	8997.fa	20.11	0.72	Neural Network (Specific Model)	11	0.746	2762	199.67144719687093	614491	0.37	767	258	15281		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5823	9255.fa	41.21	1.49	Neural Network (Specific Model)	11	0.893	2460	222.9737670514166	712004	0.36	953	320	13771		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5824	9575.fa	6.86	0.0	Neural Network (Specific Model)	11	0.711	1947	189.11111111111111	200554	0.41	252	109	9815		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5825	9684.fa	23.87	0.39	Neural Network (Specific Model)	11	0.875	3418	258.65890410958906	646255	0.34	730	222	18360		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5826	989.fa	29.56	0.34	Neural Network (Specific Model)	11	0.904	2034	248.28374655647383	597426	0.62	726	308	13390		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5827	9906.fa	13.25	0.06	Neural Network (Specific Model)	11	0.88	2636	253.04408352668213	371092	0.36	431	157	10532		SRR24759599	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5828	0.fa	38.39	2.83	Neural Network (Specific Model)	11	0.892	1715	239.79953739398613	1042691	0.61	1297	609	17243		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5829	10500.fa	6.94	0.09	Neural Network (Specific Model)	11	0.826	2468	232.26461538461535	273756	0.34	325	121	9348		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5830	10621.fa	64.48	4.52	Neural Network (Specific Model)	11	0.888	2511	242.40435108777197	1089788	0.36	1333	482	18022		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5831	11103.fa	28.32	1.01	Neural Network (Specific Model)	11	0.876	2046	229.96359959555107	778164	0.34	989	393	10862		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5832	11496.fa	15.3	4.45	Neural Network (Specific Model)	11	0.853	1956	236.55161787365176	539131	0.47	649	289	4804		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5833	11785.fa	68.71	6.67	Neural Network (Specific Model)	11	0.832	7876	279.1219219219219	1672372	0.46	1665	295	30753		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5834	12080.fa	89.18	6.4	Gradient Boost (General Model)	11	0.789	3083	236.76215195847095	1904570	0.39	2119	735	16024		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5835	1233.fa	90.92	13.44	Gradient Boost (General Model)	11	0.892	2858	245.14476945959345	1660883	0.37	2017	660	18805		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5836	12815.fa	21.14	5.24	Neural Network (Specific Model)	11	0.79	1912	213.4149425287356	703761	0.45	870	383	9390		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5837	13198.fa	16.02	0.36	Neural Network (Specific Model)	11	0.752	1494	183.50886075949367	576770	0.44	790	373	7038		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5838	13571.fa	72.61	5.54	Gradient Boost (General Model)	11	0.86	2954	241.52466367713004	1313570	0.43	1561	535	13727		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5839	14106.fa	79.89	2.95	Neural Network (Specific Model)	11	0.853	5474	257.5665329930733	2480112	0.35	2743	655	32879		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5840	14761.fa	7.05	0.01	Neural Network (Specific Model)	11	0.73	2299	209.0268456375839	255319	0.38	298	122	9777		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5841	14883.fa	24.47	0.31	Neural Network (Specific Model)	11	0.792	2027	214.6663542642924	865956	0.41	1067	449	27807		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5842	15332.fa	75.6	5.21	Gradient Boost (General Model)	11	0.892	3070	243.8841743119266	1427817	0.37	1744	541	18081		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5843	15873.fa	8.58	0.05	Neural Network (Specific Model)	11	0.825	4122	194.03534303534303	337825	0.34	481	109	16119		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5844	15982.fa	39.81	3.92	Gradient Boost (General Model)	11	0.887	2148	246.6109422492401	1095304	0.6	1316	537	10156		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5845	16519.fa	3.96	0.0	Neural Network (Specific Model)	11	0.88	2818	249.3852459016393	206966	0.41	244	82	16431		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5846	16601.fa	30.8	5.2	Neural Network (Specific Model)	11	0.781	1944	214.5683607730852	1148041	0.44	1397	601	10661		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5847	17202.fa	76.06	2.01	Gradient Boost (General Model)	11	0.914	3214	255.6515455640305	2085176	0.44	2491	767	15798		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5848	17969.fa	7.05	0.01	Neural Network (Specific Model)	4	0.731	1882	190.30653266331657	309027	0.42	398	163	15166		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5849	18132.fa	6.07	0.06	Neural Network (Specific Model)	11	0.885	2653	191.89803921568628	330346	0.46	510	148	17291		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5850	18280.fa	26.85	0.33	Neural Network (Specific Model)	11	0.908	2727	275.68501529051986	594643	0.37	654	248	17694		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5851	18528.fa	80.48	4.18	Neural Network (Specific Model)	11	0.821	13200	285.23809523809524	2010197	0.46	1932	283	61941		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5852	18811.fa	34.09	3.75	Neural Network (Specific Model)	11	0.897	1747	247.6908023483366	844851	0.6	1022	490	8402		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5853	1893.fa	49.49	12.47	Neural Network (Specific Model)	11	0.806	1724	215.74241522903037	1347783	0.45	1681	779	7714		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5854	19301.fa	99.88	0.04	Neural Network (Specific Model)	11	0.844	118501	309.3526292532037	2486340	0.3	2263	84	248517		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5855	19385.fa	55.19	3.57	Neural Network (Specific Model)	11	0.906	2116	227.07756463719767	900221	0.35	1199	457	7260		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5856	19842.fa	87.47	4.77	Gradient Boost (General Model)	11	0.879	3062	236.65671641791045	1403810	0.37	1742	541	11902		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5857	20383.fa	5.77	0.01	Neural Network (Specific Model)	11	0.88	4286	262.22879177377894	346359	0.44	389	101	19242		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
